numCompra,anoCompra,uasg,iniVigencia,fimVigencia,numItem,descBreve,descDetalhada,unFornecimento,fornecedor,marca,valor,qtdUnidade
00016,2023,158127,03/01/2024,03/01/2025,1,602533 - Livro Didático,"Livro Didático Grau: Ensino Superior / Universitário , Definição: Coleção Interdisciplinar , Conteúdo: Ciências Exatas E Da Terra , Formato: Impresso , Característica Adicional: Importado",Unidade,10.158.623/0001-40 - A PAGINA STORE COMERCIO DE LIVROS LTDA,DIVERSAS,"110,7100",24
00016,2023,158127,03/01/2024,03/01/2025,2,602531 - Livro Didático,"Livro Didático Grau: Ensino Superior / Universitário , Definição: Coleção Interdisciplinar , Conteúdo: Ciências Biológicas , Formato: Impresso , Característica Adicional: Importado",Unidade,10.158.623/0001-40 - A PAGINA STORE COMERCIO DE LIVROS LTDA,DIVERSAS,"230,0700",41
00016,2023,158127,03/01/2024,03/01/2025,4,486167 - Livro Didático,"Livro Didático Grau: Ensino Superior / Universitário , Definição: Coleção Disciplinar , Conteúdo: Ciências Humanas , Formato: Impresso",Unidade,08.065.700/0001-76 - EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,CONFORME EDITAL,"50,9500",41
00016,2023,158127,03/01/2024,03/01/2025,5,486163 - Livro Didático,"Livro Didático Grau: Ensino Superior / Universitário , Definição: Coleção Disciplinar , Conteúdo: Linguística , Formato: Impresso",Unidade,45.596.447/0001-03 - KMB DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,CONFORME EDITAL,"41,3500",41
00016,2023,158127,03/01/2024,03/01/2025,8,486166 - Livro Didático,"Livro Didático Grau: Ensino Superior / Universitário , Definição: Coleção Disciplinar , Conteúdo: Ciências Sociais Aplicadas , Formato: Impresso",Unidade,08.065.700/0001-76 - EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,CONFORME EDITAL,"77,7400",24
